Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Multiplatform
229,Metal Gear Solid,PS GB,1998,Action,Konami Digital Entertainment,3.18,1.83,0.85,0.24,6.1,1
230,NBA 2K13,X360 PS3 Wii WiiU PC,2012,Sports,Take-Two Interactive,4.79,0.74,0.06,0.5,6.1,1
231,The Simpsons: Road Rage,PS2 GBA XB GC,2001,Racing,Electronic Arts,3.85,1.8,0,0.46,6.09,1
232,Toy Story 3: The Video Game,DS Wii PS3 X360 PSP,2010,Action,Disney Interactive Studios,2.76,2.56,0.02,0.73,6.08,1
233,Dragon Quest VIII: Journey of the Cursed King,PS2 3DS,2004,Role-Playing,Square Enix,0.65,0.75,4.47,0.2,6.07,1
234,PES 2009: Pro Evolution Soccer,PS2 PS3 X360 Wii,2008,Sports,Konami Digital Entertainment,0.46,2.43,0.74,2.45,6.06,1
235,Grand Theft Auto: Vice City Stories,PSP PS2,2006,Action,Take-Two Interactive,2.48,2.05,0.19,1.34,6.05,1
236,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,0
237,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,0
238,Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,0
239,Tom Clancy's Splinter Cell,XB PS2 GC GBA,2002,Action,Ubisoft,3.25,2.23,0,0.54,6,1
240,Tom Clancy's The Division,PS4 XOne PC,2016,Shooter,Ubisoft,2.68,2.37,0.15,0.78,5.99,1
241,Pro Evolution Soccer 2010,PS3 PS2 X360 PSP Wii,2009,Sports,Konami Digital Entertainment,0.73,2.63,0.87,1.73,5.97,1
242,L.A. Noire,PS3 X360,2011,Adventure,Take-Two Interactive,2.79,2.27,0.14,0.75,5.95,1
243,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1.88,0,2.33,1.74,5.95,0
244,Madden NFL 11,X360 PS3 PS2 PSP,2010,Sports,Electronic Arts,5.18,0.29,0,0.47,5.94,1
245,Need for Speed: Hot Pursuit,PS3 X360 Wii PC,2010,Racing,Electronic Arts,2.38,2.67,0.03,0.8,5.89,1
246,Madden NFL 2003,PS2 XB GBA GC,2002,Sports,Electronic Arts,4.8,0.48,0.01,0.61,5.89,1
247,Dragon Quest VII: Warriors of Eden,PS 3DS,2000,Role-Playing,Enix Corporation,0.27,0.18,5.4,0.03,5.89,1
248,Middle-Earth: Shadow of Mordor,PS4 XOne PS3 X360 PC,2014,Action,Warner Bros. Interactive Entertainment,2.33,2.65,0.07,0.82,5.85,1
249,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.84,0
250,Madden NFL 2002,PS2 PS GC N64 GBA,2001,Sports,Electronic Arts,4.39,0.91,0.01,0.54,5.83,1
251,Mass Effect 3,X360 PS3 PC WiiU,2012,Role-Playing,Electronic Arts,3.11,2,0.06,0.6,5.78,1
252,Monster Hunter Tri,3DS Wii WiiU,2011,Role-Playing,Nintendo,1.39,0.89,3.23,0.22,5.76,1
253,Tony Hawk's Pro Skater 4,PS2 XB GC GBA,2002,Sports,Activision,3.58,1.75,0.01,0.42,5.75,1
254,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,0
255,Borderlands,X360 PS3 PC,2009,Shooter,Take-Two Interactive,3.6,1.49,0.03,0.62,5.73,1
256,Cooking Mama,DS,2006,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,0
257,The Lord of the Rings: The Return of the King,PS2 XB GC GBA,2003,Action,Electronic Arts,3.14,1.95,0.05,0.54,5.67,1
258,Tomb Raider,PS PC,1996,Action,Eidos Interactive,3.25,2.04,0.13,0.24,5.66,1
259,Donkey Kong,GB 2600 NES,1994,Platform,Nintendo,3.16,0.75,1.39,0.37,5.66,1
260,LEGO Pirates of the Caribbean: The Video Game,Wii X360 PS3 DS 3DS PSP PC,2011,Action,Disney Interactive Studios,2.45,2.52,0,0.67,5.65,1
261,Kingdom Hearts II,PS2 PS3,2005,Role-Playing,Square Enix,2.72,1.01,1.56,0.36,5.65,1
262,The Witcher 3: Wild Hunt,PS4 XOne PC,2015,Role-Playing,Namco Bandai Games,1.82,2.89,0.21,0.72,5.64,1
263,Saints Row: The Third,X360 PS3 PC,2011,Action,THQ,2.27,2.37,0.25,0.75,5.64,1
264,Madden NFL 12,X360 PS3 Wii PSP,2011,Sports,Electronic Arts,4.99,0.26,0,0.38,5.62,1
265,Star Wars Episode III: Revenge of the Sith,PS2 XB GBA DS,2005,Action,LucasArts,3.06,1.99,0.03,0.51,5.59,1
266,Skylanders Giants,Wii X360 PS3 WiiU 3DS,2012,Action,Activision,3.01,1.98,0,0.6,5.59,1
267,Star Wars: Battlefront,PS2 XB PC,2004,Shooter,LucasArts,3.23,1.79,0.03,0.53,5.56,1
268,Fight Night Round 3,PS3 PS2 X360 PSP XB,2006,Fighting,Electronic Arts,3.93,1.1,0.02,0.52,5.55,1
269,Super Smash Bros.,N64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,0
270,Madden NFL 25,X360 PS3 PS4 XOne,2013,Sports,Electronic Arts,4.85,0.28,0,0.4,5.54,1
271,NBA 2K12,X360 PS3 Wii PSP PC,2011,Sports,Take-Two Interactive,4.53,0.52,0.06,0.41,5.53,1
272,Winning Eleven: Pro Evolution Soccer 2007,PS2 PSP DS X360,2006,Sports,Konami Digital Entertainment,0.2,3.11,1.34,0.88,5.52,1
273,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,0
274,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,0
275,Sega Superstars Tennis,X360 Wii DS PS3 PS2,2008,Sports,Sega,2.55,2.08,0,0.85,5.49,1
276,Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,0
277,God of War III,PS3 PS4,2010,Action,Sony Computer Entertainment,2.97,1.65,0.13,0.73,5.47,1
278,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,0
279,Sonic Heroes,PS2 GC XB,2003,Platform,Sega,2.5,2.24,0.13,0.58,5.46,1
280,Asteroids,2600 PS,1980,Shooter,Atari,4.64,0.69,0,0.12,5.46,1
281,Pokemon Stadium,N64,1999,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,0
282,Fable III,X360 PC,2010,Role-Playing,Microsoft Game Studios,3.68,1.28,0.05,0.43,5.45,1
283,Skylanders: Spyro's Adventure,Wii X360 PS3 3DS PC,2011,Action,Activision,2.69,2.12,0,0.63,5.44,1
284,NBA 2K11,X360 PS3 Wii PSP PS2 PC,2010,Action,Take-Two Interactive,4.63,0.35,0.04,0.42,5.42,1
285,Need for Speed: Shift,PS3 X360 PSP PC,2009,Racing,Electronic Arts,1.58,2.81,0.06,0.97,5.42,1
286,MySims,DS Wii PC,2007,Simulation,Electronic Arts,2.5,2.18,0.12,0.58,5.4,1
287,Batman: Arkham Knight,PS4 XOne PC,2015,Action,Warner Bros. Interactive Entertainment,2.43,2.07,0.1,0.75,5.37,1
288,Resident Evil,PS SAT PS3,1996,Action,Virgin Interactive,2.05,1.16,1.4,0.73,5.34,1
289,The LEGO Movie Videogame,X360 PS3 3DS PS4 WiiU XOne PSV PC,2014,Action,Warner Bros. Interactive Entertainment,2.3,2.28,0.11,0.65,5.33,1
290,Rock Band 2,X360 PS3 Wii PS2,2008,Misc,Electronic Arts,4.14,0.68,0,0.5,5.32,1
291,Pokemon Pinball,GB,1999,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,0
292,Call of Duty 3,X360 PS3 PS2,2006,Shooter,Activision,2.98,1.59,0.05,0.68,5.3,1
293,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,0
294,Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,0
295,Resident Evil 6,PS3 X360 PS4 PC XOne,2012,Shooter,Capcom,2.07,1.64,0.95,0.6,5.28,1
296,Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,0
297,The Incredibles,PS2 GBA GC,2004,Action,THQ,2.76,2.02,0.08,0.42,5.27,1
298,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,0
299,LEGO Indiana Jones 2: The Adventure Continues,Wii DS X360 PS3 PSP PC,2009,Action,Activision,2.89,1.72,0,0.62,5.23,1
300,NBA Jam,GEN SNES Wii PS2 X360 PS3 XB,1992,Sports,Arena Entertainment,4.11,0.85,0,0.25,5.22,1
301,True Crime: Streets of LA,PS2 XB GC,2003,Action,Activision,3.29,1.53,0.02,0.38,5.21,1
302,WWE SmackDown vs. Raw 2010,PS3 PS2 X360 Wii PSP DS,2009,Fighting,THQ,2.68,1.42,0.02,1.11,5.21,1
303,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,0
304,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,0
305,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,0
306,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,0
307,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,0
308,James Bond 007: Agent Under Fire,PS2 XB GC,2001,Shooter,Electronic Arts,3.11,1.5,0.1,0.46,5.15,1
309,Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,0
310,FIFA Soccer 06,PS2 XB PSP GBA DS,2005,Sports,Electronic Arts,1.27,2.96,0.04,0.86,5.13,1
311,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0,0.2,5.12,0
312,Disney Infinity,Wii X360 PS3 WiiU 3DS PSV,2013,Action,Disney Interactive Studios,3.13,1.48,0,0.5,5.12,1
313,Need for Speed Rivals,PS4 PS3 X360 XOne PC,2013,Racing,Electronic Arts,1.92,2.39,0.09,0.7,5.11,1
314,Metal Gear Solid V: The Phantom Pain,PS4 XOne PS3 X360 PC,2015,Action,Konami Digital Entertainment,1.78,1.94,0.71,0.63,5.08,1
315,James Bond 007: Nightfire,PS2 XB GC GBA,2002,Shooter,Electronic Arts,2.73,1.71,0.12,0.51,5.06,1
316,Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0,0.33,5.01,0
317,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,5,0
318,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5,0
319,Mass Effect 2,X360 PS3 PC,2010,Role-Playing,Electronic Arts,2.78,1.61,0.06,0.54,4.99,1
320,The Sims: Bustin' Out,PS2 GBA GC XB,2003,Simulation,Electronic Arts,2.83,1.88,0,0.29,4.98,1
321,LEGO Jurassic World,X360 PS3 PS4 XOne 3DS WiiU PSV PC,2015,Action,Warner Bros. Interactive Entertainment,2.16,2.16,0.06,0.61,4.98,1
322,Batman: Arkham Origins,PS3 X360 WiiU PC,2013,Action,Warner Bros. Interactive Entertainment,2.55,1.73,0.04,0.64,4.97,1
323,Mario & Sonic at the London 2012 Olympic Games,Wii 3DS,2011,Sports,Sega,1.32,2.55,0.54,0.56,4.97,1
324,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,0
325,Sonic Unleashed,Wii PS3 X360 PS2,2008,Platform,Sega,2.75,1.38,0.03,0.8,4.95,1
326,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,0
327,Guitar Hero 5,Wii X360 PS2 PS3,2009,Misc,Activision,2.4,1.56,0,0.97,4.94,1
328,Wall-E,DS Wii PS2 PSP X360 PS3 PC,2008,Platform,THQ,1.88,1.93,0,1.11,4.92,1
329,Dead Island,X360 PS3 PC,2011,Action,Deep Silver,2.68,1.53,0.15,0.54,4.9,1
330,FIFA Soccer 2005,PS2 XB GC GBA,2004,Sports,Electronic Arts,1.08,3.13,0.04,0.63,4.89,1
331,WWE SmackDown vs. Raw 2009,PS2 PS3 X360 Wii PSP DS,2008,Fighting,THQ,2.78,1.11,0.01,0.99,4.88,1
332,Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,0
333,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0,0,4.87,0,4.87,0
334,Titanfall,XOne X360 PC,2014,Shooter,Electronic Arts,2.92,1.48,0.06,0.4,4.86,1
335,Just Dance 2015,Wii WiiU X360 XOne PS4 PS3,2014,Misc,Ubisoft,2.58,1.79,0,0.49,4.85,1
336,Enter the Matrix,PS2 XB GC,2003,Action,Atari,2.84,1.64,0.12,0.24,4.83,1
337,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.56,1.68,0,0.59,4.83,0
338,Crazy Taxi,PS2 DC GC,2001,Racing,Acclaim Entertainment,2.59,1.72,0.2,0.31,4.82,1
339,Baseball,NES GB,1983,Sports,Nintendo,1.39,0.37,3,0.05,4.81,1
340,Dragon Age: Inquisition,PS4 XOne PC PS3 X360,2014,Role-Playing,Electronic Arts,2.2,1.87,0.13,0.61,4.81,1
341,Midnight Club: Los Angeles,PS3 X360,2008,Racing,Take-Two Interactive,3.23,1,0.06,0.51,4.8,1
342,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,0
343,Dragon Age: Origins,X360 PS3 PC,2009,Role-Playing,Electronic Arts,2.72,1.46,0.11,0.5,4.77,1
344,Saints Row 2,X360 PS3 PC,2008,Action,THQ,2.82,1.37,0.04,0.53,4.76,1
345,Skate 3,X360 PS3,2010,Sports,Electronic Arts,2.25,1.92,0,0.59,4.76,1
346,Assassin's Creed Syndicate,PS4 XOne PC,2015,Action,Ubisoft,1.51,2.56,0.06,0.63,4.76,1
347,Ghostbusters: The Video Game (DS Version),X360 PS3 PC,2009,Action,Take-Two Interactive,1.63,2.31,0.16,0.65,4.75,1
348,Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,0
349,Half-Life,PC PS2,1997,Shooter,Vivendi Games,4.32,0.23,0.09,0.08,4.72,1
350,The SpongeBob SquarePants Movie,PS2 GBA GC XB,2004,Platform,THQ,3.21,1.23,0,0.27,4.7,1
351,BioShock,X360 PS3 PC,2007,Shooter,Take-Two Interactive,2.41,1.74,0.06,0.51,4.69,1
352,WWF War Zone,PS N64,1998,Fighting,Acclaim Entertainment,3.55,1,0,0.15,4.69,1
353,Dragon Warrior III,NES GB,1988,Role-Playing,Enix Corporation,0.1,0,4.58,0,4.68,1
354,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,0
355,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,0
356,Portal 2,X360 PS3 PC,2011,Shooter,Valve Software,2.57,1.46,0.03,0.53,4.6,1
357,Spider-Man,PS 2600 N64,2000,Action,Activision,3,1.39,0.02,0.18,4.59,1
358,Max Payne,PS2 XB GBA PC,2001,Shooter,Take-Two Interactive,2.99,1.27,0.05,0.27,4.58,1
359,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,0
360,Lego Batman 3: Beyond Gotham,X360 PS4 PS3 PSV WiiU 3DS XOne PC,2014,Action,Warner Bros. Interactive Entertainment,1.94,2.06,0,0.6,4.58,1
361,Splatoon,WiiU,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,0
362,Namco Museum: 50th Anniversary,PS2 GC GBA XB,2005,Misc,Namco Bandai Games,2.52,1.48,0,0.56,4.57,1
363,SoulCalibur II,PS2 GC XB,2003,Fighting,Namco Bandai Games,2.83,1.12,0.27,0.33,4.56,1
364,pro evolution soccer 2011,PS3 PSP X360 PS2 Wii PC,2010,Sports,Konami Digital Entertainment,0.55,2.28,0.91,0.78,4.52,1
365,Call of Duty: Finest Hour,PS2 XB GC,2004,Shooter,Activision,2.6,1.6,0.01,0.29,4.5,1
366,Marvel: Ultimate Alliance,X360 PS2 Wii PS3 PSP PC,2006,Role-Playing,Activision,4.02,0.08,0,0.4,4.5,1
367,Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0,0.05,4.5,0
368,World Soccer Winning Eleven 9,PS2 XB,2005,Sports,Konami Digital Entertainment,0.18,2.59,0.92,0.8,4.5,1
369,Ben 10: Protector of Earth,DS Wii PS2 PSP,2007,Action,D3Publisher,1.56,1.69,0,1.24,4.49,1
370,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,0
371,Ratatouille,DS PS2 PSP PS3 Wii X360 GBA GC PC,2007,Action,THQ,2.05,1.37,0,1,4.46,1
372,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,0
373,Nintendo Land,WiiU,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,0
374,Dragon Quest V: Tenkuu no Hanayome,SNES PS2,1992,Role-Playing,Enix Corporation,0,0,4.43,0.01,4.44,1
375,LEGO The Lord of the Rings,X360 PS3 Wii 3DS PSV PC DS,2012,Action,Warner Bros. Interactive Entertainment,1.87,2,0,0.55,4.43,1
376,SpongeBob SquarePants: Battle for Bikini Bottom,PS2 GBA GC XB,2003,Platform,THQ,3.15,1.07,0,0.21,4.42,1
377,The Sims 2,PSP DS PS2 GBA GC PC XB,2005,Simulation,Electronic Arts,2.73,1.12,0,0.59,4.42,1
378,Tekken 6,PS3 X360 PSP,2009,Fighting,Namco Bandai Games,2.06,1.44,0.32,0.59,4.41,1
379,Midnight Club 3: DUB Edition,PSP XB,2005,Racing,Take-Two Interactive,2.26,1.32,0,0.82,4.4,1
380,Skylanders: Trap Team,Wii X360 WiiU PS3 PS4 XOne 3DS,2014,Action,Activision,2.16,1.77,0,0.46,4.4,1
381,BioShock Infinite,X360 PS3 PC,2013,Shooter,Take-Two Interactive,2.22,1.56,0.06,0.54,4.39,1
382,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,0
383,Left 4 Dead 2,X360 PC,2009,Shooter,Electronic Arts,2.67,1.21,0.05,0.41,4.36,1
384,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,0
385,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,0
386,Guitar Hero: Aerosmith,Wii X360 PS3 PS2,2008,Misc,Activision,3.38,0.43,0,0.49,4.3,1
387,Dishonored,X360 PS3 PC PS4 XOne,2012,Action,Bethesda Softworks,2.23,1.48,0.07,0.52,4.3,1
388,Need for Speed: The Run,PS3 X360 PC Wii 3DS,2011,Action,Electronic Arts,1.52,2.07,0.04,0.64,4.27,1
389,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,0
390,Battlefield: Hardline,PS4 XOne PS3 X360 PC,2015,Shooter,Electronic Arts,1.71,1.8,0.22,0.54,4.26,1
391,ESPN NFL 2K5,PS2 XB,2004,Sports,Sega,3.69,0.14,0,0.43,4.25,1
392,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,0
393,SimCity 2000,PC PS SNES SAT GBA,1992,Simulation,Maxis,1.96,1.33,0.77,0.18,4.24,1
394,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23,0
395,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0,0.75,4.22,0
396,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB PS2,2003,Action,Take-Two Interactive,2.69,1.22,0,0.31,4.21,1
397,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0,0.23,4.21,0
398,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,0
399,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,0
400,Hitman: Absolution,PS3 X360 PC,2012,Action,Square Enix,1.3,2.14,0.08,0.66,4.2,1
401,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,0
402,The Beatles: Rock Band,Wii X360 PS3,2009,Misc,MTV Games,2.83,0.93,0,0.42,4.18,1
403,Sonic Generations,PS3 X360 3DS PC,2011,Platform,Sega,1.77,1.83,0.03,0.53,4.17,1
404,Tomb Raider III: Adventures of Lara Croft,PS PC,1997,Action,Eidos Interactive,2.25,1.61,0.12,0.18,4.16,1
405,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,0
406,FIFA Soccer 2003,PS2 XB GC GBA,2002,Sports,Electronic Arts,0.76,2.71,0.05,0.65,4.16,1
407,Tennis,NES GB,1984,Sports,Nintendo,1.23,0.41,2.46,0.06,4.16,1
408,The Evil Within,PS4 PS3 XOne X360 PC,2014,Action,Bethesda Softworks,1.5,1.84,0.24,0.56,4.15,1
409,Call Of Duty 2: Big Red One,PS2 XB GC,2005,Shooter,Activision,2.39,1.39,0.01,0.32,4.12,1
410,Tony Hawk's Underground 2,PS2 XB GC GBA,2004,Sports,Activision,2.46,1.33,0.01,0.31,4.11,1
411,Mortal Kombat X,PS4 XOne PC,2015,Fighting,Warner Bros. Interactive Entertainment,2.48,1.01,0,0.6,4.1,1
412,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,0
413,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,0
414,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09,0
415,Star Wars: The Force Unleashed II,PS3 X360 Wii DS PC,2010,Action,LucasArts,2.5,1.16,0,0.42,4.08,1
416,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,0
417,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,0
418,Ratchet & Clank: Size Matters,PSP PS2,2007,Platform,Sony Computer Entertainment,1.53,1.5,0.13,0.9,4.06,1
419,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,0
420,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,0
421,Dragon Ball Z: Budokai Tenkaichi 3,PS2 Wii,2007,Fighting,Atari,1.48,0.37,1.02,1.18,4.04,1
422,Dead Space,PS3 X360 PC,2008,Action,Electronic Arts,1.94,1.6,0,0.49,4.03,1
423,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,0
424,Rugrats in Paris: The Movie,PS N64,2000,Action,THQ,2.36,1.42,0,0.24,4.02,1
425,Tetris Worlds,PS2 GBA GC,2002,Puzzle,THQ,2.53,1.14,0,0.34,4.01,1
426,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4,0
427,Burnout 3: Takedown,PS2 XB,2004,Racing,Electronic Arts,2.07,1.54,0,0.38,3.99,1
428,Tom Clancy's Ghost Recon,PS2 XB GC Wii,2002,Shooter,Ubisoft,2.87,0.9,0,0.2,3.99,1
429,Max Payne 3,PS3 X360 PC,2012,Shooter,Take-Two Interactive,1.6,1.78,0.07,0.52,3.99,1
430,The Sims 2: Pets,DS PSP Wii PS2 GC PC,2006,Simulation,Electronic Arts,1.77,1.44,0,0.77,3.98,1
431,Disney Infinity 2.0: Marvel Super Heroes,X360 PS3 WiiU PS4 XOne PSV,2014,Action,Disney Interactive Studios,1.94,1.52,0,0.49,3.95,1
432,Tom Clancy's Rainbow Six: Vegas,X360 PS3 PSP,2006,Shooter,Ubisoft,1.98,1.37,0.05,0.56,3.95,1
433,World Soccer Winning Eleven 8 International,PS2 XB,2004,Sports,Konami Digital Entertainment,0.23,1.91,1.12,0.68,3.94,1
434,NBA Live 2005,PS2 XB GC,2004,Sports,Electronic Arts,3.19,0.35,0,0.4,3.94,1
435,Mortal Kombat vs. DC Universe,PS3 X360,2008,Fighting,Midway Games,3.01,0.54,0,0.38,3.93,1
436,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,0
437,007: Quantum of Solace,X360 PS3 Wii PS2 DS PC,2008,Action,Activision,1.84,1.35,0.04,0.68,3.92,1
438,Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,0
439,The Elder Scrolls Online,PS4 XOne PC,2015,Role-Playing,Bethesda Softworks,1.75,1.64,0,0.49,3.89,1
440,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,0
441,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,0
442,Injustice: Gods Among Us,X360 PS3 PS4 WiiU PSV,2013,Fighting,Warner Bros. Interactive Entertainment,2.12,1.25,0.01,0.5,3.87,1
443,Destiny: The Taken King,PS4 XOne PS3 X360,2015,Shooter,Activision,1.97,1.3,0.06,0.51,3.87,1
444,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,0
445,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,0
446,Mario Bros.,NES 2600,1983,Platform,Nintendo,1.99,0.21,1.63,0.04,3.87,1
447,Mortal Kombat: Deadly Alliance,PS2 XB GC,2002,Fighting,Midway Games,2.89,0.75,0,0.2,3.86,1
448,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,0
449,UFC 2009 Undisputed,X360 PS3,2009,Fighting,THQ,2.55,0.84,0.01,0.43,3.84,1
450,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,0
451,The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,0
452,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,0
453,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,0
454,Sonic Mega Collection Plus,PS2 XB,2004,Misc,Sega,2.15,1.4,0,0.26,3.81,1
455,Madden NFL 2001,PS PS2 N64,2000,Sports,Electronic Arts,3.37,0.15,0.05,0.25,3.81,1
456,Resident Evil Director's Cut,PS PS3,1996,Action,Virgin Interactive,1.82,1.24,0.51,0.25,3.81,1
457,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,0
458,Resident Evil 3: Nemesis,PS GC,1999,Action,Eidos Interactive,1.36,0.79,1.54,0.11,3.8,1
